0.006141511538740376 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 2, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.5, 'num_epochs': 100, 'learning_rate': 0.001, 'batch_size': 8}
0.0029056839564622476 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 2, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.5, 'num_epochs': 100, 'learning_rate': 0.001, 'batch_size': 8, 'optimizer': Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0.0001
), 'scheduler': None, 'loss_function': MSELoss()}
0.002552685326222202 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 2, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.5, 'num_epochs': 100, 'learning_rate': 0.001, 'batch_size': 8, 'optimizer': Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0.0001
), 'loss_function': MSELoss()}
0.0018426318685042446 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.001, 'batch_size': 8, 'optimizer': Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0.0001
), 'loss_function': MSELoss()}
0.0011264307416397436 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 16, 'output_size': 1, 'dropout': 0.2, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    initial_lr: 0.0001
    lr: 0.0001
    maximize: False
    weight_decay: 0.0001
), 'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F8D4E0050>, 'loss_function': MSELoss()}
0.0011729106181582179 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 16, 'output_size': 1, 'dropout': 0.2, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 4, 'optimizer': Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    initial_lr: 0.0001
    lr: 0.0001
    maximize: False
    weight_decay: 0.0001
), 'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F8FC67EE0>, 'loss_function': MSELoss()}
0.0012412648728310034 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.5, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': {'name': 'Adam', 'weight_decay': 0.0001}, 'scheduler': {'step_size': 20, 'gamma': 0.3}, 'loss_function': MSELoss()}
0.0012069789548243943 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': {'name': 'Adam', 'weight_decay': 0.0001}, 'scheduler': {'step_size': 20, 'gamma': 0.4}, 'loss_function': MSELoss()}
0.0013124886311393661 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.2, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': {'name': 'Adam', 'weight_decay': 0.0001}, 'scheduler': {'step_size': 20, 'gamma': 0.3}, 'loss_function': MSELoss()}
0.0016469941301881497 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F86C047D0>, 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0017598220797512552 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F86C05950>, 'step_size': 30, 'gamma': 0.8}, 'loss_function': MSELoss()}
0.0012593616594977935 {'sequence_length': 5, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.4, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 8, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 30, 'gamma': 0.4}, 'loss_function': MSELoss()}
0.0023904116376518058 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 16, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 30, 'gamma': 0.4}, 'loss_function': MSELoss()}
0.0023483056957140946 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.0, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 30, 'gamma': 0.4}, 'loss_function': MSELoss()}
0.010894761310938077 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.5, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 30, 'gamma': 0.4}, 'loss_function': MSELoss()}
0.0013024936359262284 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 30, 'gamma': 0.4}, 'loss_function': MSELoss()}
0.001075466802248206 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F848E1310>, 'step_size': 30, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.006018483533691137 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF6FD0>, 'step_size': 25, 'gamma': 0.5}, 'loss_function': MSELoss()}
0.002144773679416782 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.4, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF6490>, 'step_size': 25, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.0009140760225888628 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF4AF0>, 'step_size': 25, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.0012587073441544497 {'sequence_length': 2, 'history': 1500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF42D0>, 'step_size': 30, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.0037198009762308888 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F846487D0>, 'step_size': 30, 'gamma': 0.1}, 'loss_function': MSELoss()}
0.0015809852126482372 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF42D0>, 'step_size': 30, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.002139997947289465 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF7C50>, 'step_size': 25, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.003110928311743088 {'sequence_length': 3, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 2, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF4AF0>, 'step_size': 25, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.001737396247111834 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84AF7C50>, 'step_size': 25, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.0010859325277404143 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 25, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.0025060516686584706 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 32, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 25, 'gamma': 0.125}, 'loss_function': MSELoss()}
0.0013251335331752228 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 25, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0015505662402854517 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 20, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0012453620632489522 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 35, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.005089519454691655 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0017966535590135326 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 40, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0011635415091474828 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 40, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0009663212644413878 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.002736912789539649 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 45, 'gamma': 0.15}, 'loss_function': MSELoss()}
0.00664776960053505 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F84434F50>, 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0009470151074660512 {'sequence_length': 5, 'history': 2000, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.002671496997758442 {'sequence_length': 5, 'history': 2500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': 'na', 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.0006815500303209588 {'sequence_length': 5, 'history': 2500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016F8424B390>, 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
0.00013344671055877014 {'sequence_length': 5, 'history': 3500, 'input_size': 1, 'hidden_size': 128, 'num_layers': 1, 'convolution_channels': 64, 'output_size': 1, 'dropout': 0.3, 'num_epochs': 100, 'learning_rate': 0.0001, 'batch_size': 32, 'optimizer': {'name': 'Adam', 'weight_decay': 0}, 'scheduler': {'scheduler': <torch.optim.lr_scheduler.StepLR object at 0x0000016FF82AC910>, 'step_size': 45, 'gamma': 0.2}, 'loss_function': MSELoss()}
